"Gender","Height","Weight","BMI","probability"
"Male",73.847017017515,241.893563180437,0.0443566151469252,5.77831234737499e-06
"Male",68.7819040458903,162.3104725213,0.0343082174614673,0.605952546493327
"Male",74.1101053917849,212.7408555565,0.0387343292394288,2.62595199514618e-05
"Male",71.7309784033377,220.042470303077,0.0427654457094595,0.000362873417265588
"Male",69.8817958611153,206.349800623871,0.0422547891767963,0.00461190097404834
"Male",67.2530156878065,152.212155757083,0.033653156898047,0.911068673692331
"Male",68.7850812516616,183.927888604031,0.0388739862001733,0.0496119303175197
"Male",68.3485155115879,167.971110489509,0.0359564180086832,0.352335117615303
"Male",67.018949662883,175.92944039571,0.039169072415755,0.139124546478089
"Male",63.4564939783664,156.399676387112,0.0388404008602306,0.343426515632885
"Male",71.1953822829745,186.604925560358,0.0368145461146041,0.0123357527895087
"Male",71.6408051192206,213.741169489411,0.0416454218311101,0.000551488642706992
"Male",64.7663291334055,167.127461073476,0.0398427448783421,0.197768648499673
"Male",69.2830700967204,189.446181386738,0.0394667720801898,0.0234445898831066
"Male",69.2437322298112,186.434168021239,0.038883430392559,0.0326046919400734
"Male",67.6456197004212,172.186930058117,0.0376288394164748,0.217256099816934
"Male",72.4183166259878,196.028506330482,0.0373785439704137,0.00136800112297107
"Male",63.974325721061,172.88347020878,0.0422417631337796,0.0673999104762297
"Male",69.6400598997523,185.98395757313,0.0383492798508153,0.0293975173997253
"Male",67.9360048540095,182.426648013226,0.0395264919181879,0.068862133617164
"Male",67.9150501938206,174.115929081393,0.0377490870292974,0.173746451286107
"Male",69.4394398680395,197.73142161472,0.0410074978575548,0.0105976488436485
"Male",66.1491319608781,149.173566007975,0.03409130079682,0.930752575656273
"Male",75.2059736142212,228.761780615196,0.0404462993965173,8.8919317564845e-07
"Male",67.8931963386043,162.006651848287,0.0351463586210683,0.608872420605011
"Male",68.1440327982008,192.343976579187,0.0414212238899358,0.0277327314526232
"Male",69.0896314289256,184.435174408406,0.0386382990075673,0.0428996094730748
"Male",72.8008435165003,206.828189420354,0.0390244604675528,0.000257036509576549
"Male",67.4212422817167,175.213922399227,0.0385456267032015,0.153344899065476
"Male",68.4964153568827,154.342638925955,0.0328965408634236,0.890660217364305
"Male",68.6181105502058,187.506843155807,0.0398235169686483,0.0360172184167565
"Male",74.0338076216678,212.910225325521,0.038845109265004,2.8572796718717e-05
"Male",71.5282160355709,195.032243233835,0.0381198891305731,0.00325924719213118
"Male",69.1801610995692,205.183621341371,0.0428725733937033,0.00815595860852212
"Male",69.577202365402,204.164125484101,0.0421740694058408,0.00648780204724417
"Male",70.4009288884762,192.903515074649,0.0389209437686097,0.00915672728431694
"Male",69.0761711675356,197.488242598925,0.0413889807129447,0.0131847961733786
"Male",67.1935232827228,183.810973232751,0.0407114533855216,0.0642894859319441
"Male",65.8073156549306,163.851824878622,0.0378358008535664,0.401422744460429
"Male",64.3041878915595,163.108017147583,0.0394454388830564,0.249837703576557
"Male",67.9743362271967,172.135597406825,0.0372546716799891,0.218983693633225
"Male",72.1894259592134,194.045404898059,0.0372354139339404,0.00217083242982374
"Male",65.2703455240394,168.617746204292,0.0395796050843459,0.2065054040501
"Male",66.0901773762725,161.193432596622,0.0369040057045105,0.539853404778097
"Male",67.5103215157138,164.660277264007,0.0361283801291157,0.478475193394497
"Male",70.1047862551571,188.922303151274,0.0384403994894431,0.0168521403521929
"Male",68.2518364408672,187.060552163801,0.0401562851259709,0.0414643865825527
"Male",72.1727091157973,209.070863390252,0.0401372392930933,0.000420756448348677
"Male",69.1798576188774,192.014335412005,0.0401212380408738,0.0192471817045929
"Male",72.870360147235,211.34249681964,0.0398001768666513,0.00015149116635518
"Male",64.7825829779871,165.61162618225,0.0394615647082803,0.236298166001228
"Male",70.1835498874837,201.071918099568,0.0408207292225469,0.00506875871176966
"Male",68.4914502529394,173.423960346601,0.0369688869665767,0.183018400610568
"Male",67.3308308810162,181.407679285937,0.0400154513545243,0.0799742761116844
"Male",66.9909440825232,169.737707400252,0.0378221432841154,0.272542308824951
"Male",66.4995499002499,163.309528309674,0.036929558262466,0.482939076247214
"Male",68.3530566463988,189.710209942456,0.0406045614242875,0.0319730225142268
"Male",70.7744590703974,192.124847346168,0.0383557445863935,0.00787599761890879
"Male",71.2159236694709,198.1984641076,0.0390792357416805,0.0029352544302339
"Male",70.0133653490674,209.526499837126,0.0427441860135283,0.00358019130140801
"Male",71.4031822207589,198.759792659859,0.0389846285232433,0.00237325656736705
"Male",69.5520050948319,198.079523654438,0.0409468288878468,0.0096641044396383
"Male",73.8185345577699,195.290612189727,0.0358385580872469,0.000412303401788037
"Male",66.99688275225,164.943302997003,0.0367473050569743,0.445018751228538
"Male",71.4184658930907,179.863902339297,0.0352633020800856,0.0307422308453586
"Male",65.2793002090043,155.250420694049,0.0364318986730409,0.706936956727064
"Male",68.2741914742284,184.519391248574,0.0395848388791977,0.0526544482402081
"Male",72.7653699463424,220.678041465283,0.0416782655624342,8.54979345318867e-05
"Male",68.0993798003468,183.31265530722,0.0395281177760251,0.0614333961392807
"Male",68.8967060721692,196.451312291183,0.0413864348279572,0.0154881086318262
"Male",69.2895099633052,184.595608300273,0.0384491182649375,0.0394315831179956
"Male",70.5232245234565,207.532838518544,0.0417275132407032,0.00250642699037051
"Male",69.6637252265179,177.200928752348,0.0365134277629661,0.0907873064161367
"Male",67.5952688079157,163.108002209381,0.0356979000709096,0.550274773875209
"Male",72.5081203801037,216.218230112735,0.0411262407796963,0.000161782009850222
"Male",71.2529856038086,204.655493822323,0.0403104154544519,0.00156409542995089
"Male",71.8091868893668,200.920571219495,0.0389640763703632,0.00132351369253665
"Male",72.2451654792519,220.901769881142,0.0423235039033302,0.00017525942898199
"Male",66.5126276609347,196.449860340782,0.0444061900617193,0.0308105822214782
"Male",66.0290340048182,168.640810039015,0.0386805635014403,0.258989023287332
"Male",67.577153942735,181.432713008126,0.0397297470754424,0.0788480656430011
"Male",68.2465686016242,198.658673326418,0.0426526373824367,0.0182333042776843
"Male",73.8261270026308,237.916735863185,0.0436520678839745,6.65481723208433e-06
"Male",69.8024643604904,173.041255909233,0.0355146997476939,0.158542544828326
"Male",65.9595777848988,160.683916639879,0.036933177650388,0.54944489963171
"Male",71.0790175757451,188.602919070666,0.0373306521646921,0.0100642808598016
"Male",66.5961965372077,208.345694035109,0.0469770430167765,0.0270839083991589
"Male",68.9515350928246,193.435118452271,0.0406862295284807,0.0188946680521532
"Male",68.2444617923064,174.10969379062,0.0373842029397518,0.171348711936931
"Male",72.3168251228452,197.368589249335,0.0377397773951065,0.00125844409473812
"Male",71.8154204495308,201.620666747742,0.0390930569097079,0.00122338938532367
"Male",65.2370495188386,181.011973240364,0.0425322816213186,0.0609366494244458
"Male",70.6405300907292,182.12248597866,0.0364968742090263,0.0314882805406609
"Male",64.731925597255,177.549263423371,0.0423722789169332,0.0663209843357446
"Male",67.1035511824075,164.974580682475,0.0366375163362905,0.448873091935696
"Male",65.1174848880457,165.717112190107,0.0390815806844352,0.267880026043761
"Male",71.7012340230177,193.094163543063,0.0375591613627135,0.00362986675096033
"Male",66.8328782059274,180.683886970857,0.0404519158668234,0.0851464418797276
"Male",66.4712752615182,172.773722928412,0.0391029632522923,0.182303191448441
"Male",69.4115262206039,177.470616229738,0.0368352201452579,0.0933443442269214
"Male",70.0521774745245,200.818737313254,0.0409223865618345,0.00568322556956341
"Male",66.7436046519631,167.739775344302,0.0376544874891764,0.326318177678574
"Male",66.2743291154144,154.395624779233,0.0351515361667624,0.821428675959687
"Male",68.328447992915,177.984728603887,0.0381223468229798,0.106879910973163
"Male",70.0758881952341,183.93885695678,0.0374572820540669,0.0315217883948496
"Male",68.7329881487344,179.2047820686,0.0379331706056728,0.0867160034096855
"Male",67.556051261876,158.567987385418,0.0347445747702312,0.742704108591782
"Male",66.2536325347937,166.503531642942,0.0379318531302668,0.340459136961904
"Male",69.1822026805756,171.983677611956,0.0359334123214876,0.204128865607923
"Male",67.6091049416397,174.36418237859,0.0381458155725682,0.169271473678707
"Male",69.2927380218867,187.745351863374,0.0391015298081996,0.0278027154921849
"Male",68.1906840077038,201.48796238061,0.043331029879804,0.0165065800928184
"Male",71.6070857988906,204.927012136803,0.0399656802023132,0.00108928293795401
"Male",69.1968575103315,178.685546470181,0.0373178556760843,0.0837520895224684
"Male",67.2619609790619,164.014427741951,0.0362529209066484,0.497120442035347
"Male",73.6851933999998,223.270004412371,0.0411215925390346,1.8184209412938e-05
"Male",69.5372150072948,202.958306269835,0.0419732157710102,0.00711906909723214
"Male",68.3115598414683,189.391785609949,0.0405856713436142,0.0332398494930808
"Male",67.7389634664393,178.170555578466,0.0388292355584994,0.110108145561147
"Male",71.7057626011001,223.299335239803,0.0434289482915035,0.000336785695272515
"Male",63.6322646037867,167.028706658323,0.0412511783808597,0.10209422834432
"Male",68.7211984556865,180.46868201187,0.0382138150366973,0.0747236330509577
"Male",66.9493416501869,164.439145622362,0.0366870329880561,0.463671874990425
